date,block,description,location_description,iucr,ward,year,case_number,fbi_code,domestic,beat,arrest,primary_type,:@computed_region_d9mm_jgwp,:@computed_region_43wa_7qmu,location,y_coordinate,:@computed_region_rpca_8um6,latitude,:@computed_region_awaf_s7ux,x_coordinate,longitude,:@computed_region_bdys_3d7i,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_d3ds_rm58
2012-01-13T18:50:00.000,007XX W 81ST PL,DOMESTIC BATTERY SIMPLE,RESIDENCE,0486,21,2012,HV116878,08B,True,0622,False,BATTERY,20,13,"{'latitude': '41.746128349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.642039577'}",1850838,59,41.746128349,18,1172898,-87.642039577,529,21554,70,236
2012-01-13T19:00:00.000,037XX S LOWE AVE,OTHER OFFENSE,"SCHOOL, PRIVATE, GROUNDS",1780,11,2012,HV116930,26,True,0925,False,OFFENSE INVOLVING CHILDREN,23,48,"{'latitude': '41.826694265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.642347623'}",1880195,37,41.826694265,26,1172578,-87.642347623,172,14924,58,170
2012-01-13T19:00:00.000,062XX S MICHIGAN AVE,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,0312,20,2012,HV116915,03,False,0311,False,ROBBERY,18,4,"{'latitude': '41.780946398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.621995369'}",1863570,60,41.780946398,53,1178263,-87.621995369,404,22260,7,251
2012-01-13T19:00:00.000,0000X E 8TH ST,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,0486,2,2012,HV117055,08B,True,0132,False,BATTERY,22,10,"{'latitude': '41.871834768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.62615082'}",1896680,35,41.871834768,48,1176857,-87.62615082,368,14913,38,144
2012-01-13T19:10:00.000,007XX N SAWYER AVE,OTHER OFFENSE,APARTMENT,1780,27,2012,HV116949,26,True,1121,False,OFFENSE INVOLVING CHILDREN,16,46,"{'latitude': '41.894300579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.707739011'}",1904694,30,41.894300579,41,1154576,-87.707739011,177,21572,24,65
2012-01-13T19:15:00.000,008XX S CALIFORNIA AVE,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,0496,28,2012,HV116903,04B,True,1135,True,BATTERY,16,23,"{'latitude': '41.87082496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.696017032'}",1896163,28,41.87082496,11,1157831,-87.696017032,38,21184,28,146
2012-01-13T19:20:00.000,011XX W 85TH ST,AGGRAVATED: HANDGUN,STREET,051A,21,2012,HV116922,04A,False,0613,False,ASSAULT,20,13,"{'latitude': '41.73958881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.652636597'}",1848432,59,41.73958881,18,1170025,-87.652636597,530,21554,70,233
2012-01-13T19:30:00.000,054XX W WASHINGTON BLVD,SIMPLE,SIDEWALK,0560,28,2012,HV117086,08A,True,1522,True,ASSAULT,25,23,"{'latitude': '41.882297605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.760945417'}",1900219,32,41.882297605,11,1140119,-87.760945417,674,22216,26,84
2012-01-13T19:30:00.000,130XX S GREENWOOD AVE,DOMESTIC BATTERY SIMPLE,RESIDENCE,0486,9,2012,HV117149,08B,True,0533,False,BATTERY,10,43,"{'latitude': '41.65768228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.595819967'}",1818714,47,41.65768228,30,1185787,-87.595819967,9,4460,51,221
2012-01-13T19:30:00.000,045XX N KIMBALL AVE,SIMPLE,STREET,0460,33,2012,HV117190,08B,False,1724,False,BATTERY,1,20,"{'latitude': '41.96378665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.713222192'}",1930004,20,41.96378665,2,1152900,-87.713222192,24,21849,14,13
2012-01-13T19:40:00.000,041XX W MAYPOLE AVE,DOMESTIC BATTERY SIMPLE,APARTMENT,0486,28,2012,HV116923,08B,True,1114,False,BATTERY,16,23,"{'latitude': '41.884640368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.729176985'}",1901132,30,41.884640368,11,1148764,-87.729176985,659,21572,27,83
2012-01-13T19:45:00.000,036XX W DIVISION ST,SIMPLE,SIDEWALK,0460,26,2012,HV118016,08B,False,2535,False,BATTERY,6,49,"{'latitude': '41.902751591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.71715224'}",1907755,5,41.902751591,10,1151991,-87.71715224,454,4299,24,193
2012-01-13T19:50:00.000,068XX S PERRY AVE,DOMESTIC BATTERY SIMPLE,APARTMENT,0486,6,2012,HV116960,08B,True,0722,False,BATTERY,17,32,"{'latitude': '41.770392272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.628296226'}",1859710,11,41.770392272,31,1176576,-87.628296226,513,21559,67,201
2012-01-13T20:00:00.000,021XX S ALBANY AVE,DOMESTIC BATTERY SIMPLE,RESIDENCE,0486,24,2012,JA233486,08B,True,1022,False,BATTERY,,,,,,,,,,,,,
2012-01-13T20:00:00.000,088XX S WINCHESTER AVE,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,031A,21,2012,HV116945,03,False,2221,False,ROBBERY,9,13,"{'latitude': '41.733620294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.669585768'}",1846221,59,41.733620294,18,1165416,-87.669585768,488,21554,70,245
2012-01-13T20:00:00.000,023XX N AUSTIN AVE,SIMPLE,SIDEWALK,0460,37,2012,HV116951,08B,False,2515,False,BATTERY,6,44,"{'latitude': '41.922998621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.775687891'}",1915024,2,41.922998621,4,1136008,-87.775687891,77,22615,19,183
2012-01-13T20:00:00.000,056XX N RIDGE AVE,DOMESTIC BATTERY SIMPLE,CONVENIENCE STORE,0486,48,2012,HV116977,08B,False,2013,False,BATTERY,2,16,"{'latitude': '41.984109031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.660855375'}",1937517,14,41.984109031,40,1167084,-87.660855375,539,4451,76,54
2012-01-13T20:00:00.000,036XX W CHICAGO AVE,ARMED: HANDGUN,CTA BUS STOP,031A,27,2012,HV117031,03,False,1112,False,ROBBERY,16,46,"{'latitude': '41.895445096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.717927688'}",1905091,30,41.895445096,41,1151799,-87.717927688,456,21572,24,66
2012-01-13T20:10:00.000,135XX S AVENUE K,SIMPLE,RESIDENCE,0560,10,2012,HV116967,08A,True,0433,False,ASSAULT,19,47,"{'latitude': '41.649605674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.535027004'}",1815919,26,41.649605674,47,1202427,-87.535027004,787,22250,52,259
2012-01-13T20:15:00.000,037XX W 111TH ST,SIMPLE,PARK PROPERTY,0460,19,2012,HV117001,08B,False,2211,False,BATTERY,9,42,"{'latitude': '41.691363714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.713923451'}",1830733,33,41.691363714,33,1153425,-87.713923451,369,4447,73,254
2012-01-13T20:20:00.000,015XX N LOTUS AVE,SIMPLE,RESIDENCE,0460,37,2012,HV116997,08B,False,2532,False,BATTERY,6,45,"{'latitude': '41.908118616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.762132864'}",1909626,5,41.908118616,4,1139733,-87.762132864,599,4299,26,145
2012-01-13T20:30:00.000,070XX S COTTAGE GROVE AVE,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,1780,6,2012,HV116979,26,True,0321,False,OFFENSE INVOLVING CHILDREN,18,33,"{'latitude': '41.76680404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.605619683'}",1858454,60,41.76680404,32,1182773,-87.605619683,121,22260,67,206
2012-01-13T20:30:00.000,112XX S ADA ST,AGGRAVATED: HANDGUN,PARK PROPERTY,041A,34,2012,HV117009,04B,False,2234,False,BATTERY,9,22,"{'latitude': '41.689045293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.655662965'}",1830008,13,41.689045293,45,1169344,-87.655662965,663,22212,74,263
2012-01-13T20:30:00.000,0000X W ROOT ST,DOMESTIC BATTERY SIMPLE,RESIDENCE,0486,3,2012,HV117317,08B,True,0214,False,BATTERY,24,9,"{'latitude': '41.819179665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.627772338'}",1877489,37,41.819179665,12,1176573,-87.627772338,414,14924,4,102
2012-01-13T20:32:00.000,018XX S WABASH AVE,SIMPLE,APARTMENT,0560,3,2012,HV117897,08A,False,0132,False,ASSAULT,22,9,"{'latitude': '41.857533855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.625603607'}",1891470,40,41.857533855,12,1177049,-87.625603607,374,21194,34,94
2012-01-13T20:35:00.000,006XX N RIDGEWAY AVE,SIMPLE,RESIDENCE,0560,27,2012,HV116999,08A,False,1122,False,ASSAULT,16,46,"{'latitude': '41.892543961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.719891107'}",1904030,30,41.892543961,41,1151272,-87.719891107,584,21572,24,82
2012-01-13T20:54:00.000,075XX S STEWART AVE,DOMESTIC BATTERY SIMPLE,RESIDENCE,0486,17,2012,HV118215,08B,True,0623,True,BATTERY,20,32,"{'latitude': '41.757583951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.634472844'}",1855029,59,41.757583951,17,1174929,-87.634472844,495,21554,67,229
2012-01-13T21:05:00.000,013XX S KILDARE AVE,DOMESTIC BATTERY SIMPLE,APARTMENT,0486,24,2012,HV117019,08B,False,1011,False,BATTERY,21,14,"{'latitude': '41.863488279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.732430546'}",1893418,57,41.863488279,36,1147932,-87.732430546,761,21569,30,155
2012-01-13T21:09:00.000,115XX S JUSTINE ST,ARMED: HANDGUN,RESIDENCE,031A,34,2012,HV117027,03,False,0524,False,ROBBERY,10,22,"{'latitude': '41.684160596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.660370921'}",1828218,13,41.684160596,45,1168072,-87.660370921,642,22212,50,220
2012-01-13T21:10:00.000,029XX S DEARBORN ST,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,0486,3,2012,HV117058,08B,True,2113,False,BATTERY,22,9,"{'latitude': '41.841855999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.628741678'}",1885750,40,41.841855999,12,1176241,-87.628741678,377,21194,1,163
2012-01-13T21:10:00.000,071XX S RICHMOND ST,DOMESTIC BATTERY SIMPLE,RESIDENCE,0486,18,2012,HV117038,08B,True,0831,False,BATTERY,13,30,"{'latitude': '41.763574004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.696668973'}",1857080,58,41.763574004,6,1157943,-87.696668973,349,21867,64,208
2012-01-13T21:30:00.000,095XX S GREEN ST,STRONGARM - NO WEAPON,VACANT LOT/LAND,0320,21,2012,HV117057,03,False,2223,False,ROBBERY,9,13,"{'latitude': '41.72023894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.644397693'}",1841399,13,41.72023894,18,1172330,-87.644397693,592,22212,72,243
2012-01-13T21:30:00.000,022XX S KENNETH AVE,ARMED: HANDGUN,SIDEWALK,031A,22,2012,HV118925,03,False,1013,False,ROBBERY,21,28,"{'latitude': '41.85090595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.735605786'}",1888827,57,41.85090595,14,1147099,-87.735605786,125,21569,30,161
2012-01-13T21:30:00.000,071XX S VINCENNES AVE,STRONGARM - NO WEAPON,SIDEWALK,0320,6,2012,HV117070,03,False,0731,False,ROBBERY,17,32,"{'latitude': '41.765291553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.628000182'}",1857852,11,41.765291553,31,1176672,-87.628000182,494,21559,67,210
2012-01-13T21:45:00.000,059XX S HERMITAGE AVE,SIMPLE,SIDEWALK,0560,15,2012,HV117072,08A,False,0714,False,ASSAULT,17,3,"{'latitude': '41.785988965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.668015542'}",1865307,23,41.785988965,44,1165697,-87.668015542,276,22257,65,164
2012-01-13T22:00:00.000,072XX S COLES AVE,DOMESTIC BATTERY SIMPLE,APARTMENT,0486,7,2012,HV117061,08B,True,0334,False,BATTERY,18,37,"{'latitude': '41.76442078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.562921795'}",1857687,24,41.76442078,43,1194429,-87.562921795,417,22538,39,213
2012-01-13T22:00:00.000,038XX W ROOSEVELT RD,SIMPLE,STREET,0460,24,2012,HV119810,08B,False,1011,False,BATTERY,16,14,"{'latitude': '41.866231446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.720796204'}",1894440,30,41.866231446,36,1151094,-87.720796204,98,21572,30,141
2012-01-13T22:02:00.000,037XX W AINSLIE ST,DOMESTIC BATTERY SIMPLE,APARTMENT,0486,39,2012,HV117080,08B,True,1712,True,BATTERY,1,38,"{'latitude': '41.970127941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.722328103'}",1932297,20,41.970127941,28,1150407,-87.722328103,127,21849,14,48
2012-01-13T22:09:00.000,031XX W PERSHING RD,AGGRAVATED: HANDGUN,STREET,041A,14,2012,HV117074,04B,False,0912,False,BATTERY,23,1,"{'latitude': '41.822614608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.703135879'}",1878581,56,41.822614608,29,1156021,-87.703135879,639,22248,55,96
2012-01-13T22:10:00.000,074XX N CLARK ST,SIMPLE,DRUG STORE,0460,49,2012,HV117093,08B,False,2424,True,BATTERY,11,5,"{'latitude': '42.016607113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.675302757'}",1949329,9,42.016607113,3,1163065,-87.675302757,489,21853,10,33
2012-01-13T22:24:00.000,080XX S DREXEL AVE,AGGRAVATED: HANDGUN,SIDEWALK,051A,8,2012,HV117101,04A,False,0631,False,ASSAULT,20,35,"{'latitude': '41.748988677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.602691353'}",1851969,61,41.748988677,9,1183627,-87.602691353,247,21546,40,235
2012-01-13T22:30:00.000,033XX W CRYSTAL ST,ENDANGERING LIFE/HEALTH CHILD,CHA APARTMENT,1710,26,2012,HV117195,26,True,1422,False,OFFENSE INVOLVING CHILDREN,7,49,"{'latitude': '41.903717596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.710545441'}",1908120,5,41.903717596,10,1153787,-87.710545441,455,4299,24,190
2012-01-13T22:50:00.000,078XX S LAFLIN ST,ARMED: OTHER DANGEROUS WEAPON,ALLEY,0313,17,2012,HV117294,03,False,0612,False,ROBBERY,20,31,"{'latitude': '41.751742742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.661860682'}",1852841,59,41.751742742,17,1167473,-87.661860682,557,21554,70,230
2012-01-13T22:59:00.000,069XX S EBERHART AVE,AGGRAVATED: HANDGUN,RESIDENCE,051A,6,2012,HV117126,04A,True,0322,False,ASSAULT,18,32,"{'latitude': '41.768400519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.612911062'}",1859019,60,41.768400519,31,1180779,-87.612911062,480,22260,67,211
2012-01-13T23:00:00.000,075XX S NORMAL AVE,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,0486,17,2012,HV117124,08B,True,0621,False,BATTERY,20,32,"{'latitude': '41.757509138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.636614068'}",1854997,59,41.757509138,17,1174345,-87.636614068,495,21554,67,229
2012-01-13T23:00:00.000,030XX W CULLERTON ST,DOMESTIC BATTERY SIMPLE,APARTMENT,0486,24,2012,HV117128,08B,True,1022,True,BATTERY,21,14,"{'latitude': '41.85456641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.701691758'}",1890227,57,41.85456641,36,1156329,-87.701691758,201,21569,32,152
2012-01-13T23:00:00.000,0000X W ROOT ST,DOMESTIC BATTERY SIMPLE,APARTMENT,0486,3,2012,HV117170,08B,True,0214,False,BATTERY,24,9,"{'latitude': '41.819179665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.627772338'}",1877489,37,41.819179665,12,1176573,-87.627772338,414,14924,4,102
2012-01-13T23:00:00.000,017XX N KEYSTONE AVE,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,0520,30,2012,HV117140,04A,True,2534,False,ASSAULT,6,49,"{'latitude': '41.912585094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.727638664'}",1911318,2,41.912585094,27,1149111,-87.727638664,285,22615,24,194
2012-01-13T23:20:00.000,038XX S PRINCETON AVE,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT/GROUNDS,0486,11,2012,HV117139,08B,True,0925,False,BATTERY,23,48,"{'latitude': '41.824976728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.633795457'}",1879588,37,41.824976728,26,1174914,-87.633795457,296,14924,35,170
2012-01-13T23:30:00.000,064XX S CLAREMONT AVE,DOMESTIC BATTERY SIMPLE,SIDEWALK,0486,15,2012,HV117148,08B,True,0825,False,BATTERY,13,2,"{'latitude': '41.77695934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.682227417'}",1861987,23,41.77695934,44,1161846,-87.682227417,370,22257,64,274
2012-01-13T23:30:00.000,080XX S LAFAYETTE AVE,DOMESTIC BATTERY SIMPLE,APARTMENT,0486,17,2012,HV117172,08B,True,0623,False,BATTERY,20,31,"{'latitude': '41.748650061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.625760085'}",1851793,59,41.748650061,17,1177333,-87.625760085,1,21554,40,228
2012-01-13T23:37:00.000,058XX S FAIRFIELD AVE,FIRST DEGREE MURDER,STREET,0110,16,2012,HV117097,01A,False,0824,True,HOMICIDE,13,2,"{'latitude': '41.787645257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.692412039'}",1865860,58,41.787645257,19,1159039,-87.692412039,112,21867,61,269
2012-01-13T23:40:00.000,001XX N CENTRAL AVE,DOMESTIC BATTERY SIMPLE,APARTMENT,0486,29,2012,HV117154,08B,True,1512,False,BATTERY,25,7,"{'latitude': '41.883047495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.764956184'}",1900485,32,41.883047495,52,1139025,-87.764956184,674,22216,26,85
2012-01-13T23:45:00.000,007XX E 91ST ST,DOMESTIC BATTERY SIMPLE,RESIDENCE,0486,6,2012,HV117263,08B,True,0633,False,BATTERY,20,35,"{'latitude': '41.729326898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.606339552'}",1844796,61,41.729326898,31,1182692,-87.606339552,430,21546,40,248
2012-01-13T23:45:00.000,069XX W GRAND AVE,SIMPLE,OTHER,0560,36,2012,HV117192,08A,False,2512,False,ASSAULT,6,44,"{'latitude': '41.92357503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.798204443'}",1915195,3,41.92357503,39,1129879,-87.798204443,136,4454,18,183
2012-01-13T23:50:00.000,038XX S VINCENNES AVE,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,0520,4,2012,HV117189,04A,True,0212,False,ASSAULT,24,10,"{'latitude': '41.825123682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.61229385'}",1879690,36,41.825123682,1,1180774,-87.61229385,561,4301,1,101
2012-01-13T23:55:00.000,072XX S ABERDEEN ST,CHILD ABUSE,RESIDENCE,1750,17,2012,HV118341,20,True,0733,False,OFFENSE INVOLVING CHILDREN,17,32,"{'latitude': '41.762390697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.651618597'}",1856743,11,41.762390697,17,1170237,-87.651618597,512,21559,66,215
2012-01-13T23:55:00.000,073XX S WOODLAWN AVE,DOMESTIC BATTERY SIMPLE,RESIDENCE,0486,5,2012,HV128214,08B,True,0324,False,BATTERY,18,33,"{'latitude': '41.761878183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.595745949'}",1856682,61,41.761878183,32,1185482,-87.595745949,121,21546,67,217
2012-01-14T00:01:00.000,010XX E 132ND ST,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,0486,9,2012,HV117777,08B,True,0533,False,BATTERY,10,43,"{'latitude': '41.655814926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.59606083'}",1818033,47,41.655814926,30,1185727,-87.59606083,10,4460,51,221
2012-01-14T00:01:00.000,002XX S WACKER DR,CHILD PORNOGRAPHY,COMMERCIAL / BUSINESS OFFICE,1582,2,2012,HV121406,17,False,0112,False,OFFENSE INVOLVING CHILDREN,22,36,"{'latitude': '41.878630716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.636673298'}",1899133,46,41.878630716,48,1173971,-87.636673298,92,14914,38,79
2012-01-14T00:05:00.000,002XX N LATROBE AVE,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),0560,28,2012,HV117163,08A,True,1523,False,ASSAULT,25,23,"{'latitude': '41.884879418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.756453097'}",1901168,32,41.884879418,11,1141336,-87.756453097,674,22216,26,84
2012-01-14T00:10:00.000,011XX N MONITOR AVE,SIMPLE,RESIDENCE,0560,29,2012,HV117164,08A,True,1511,True,ASSAULT,25,7,"{'latitude': '41.901170711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.771693958'}",1907077,5,41.901170711,52,1137147,-87.771693958,671,4299,26,70
2012-01-14T00:20:00.000,039XX W CORNELIA AVE,SIMPLE,STREET,0460,30,2012,HV117171,08B,False,1732,False,BATTERY,1,21,"{'latitude': '41.944583619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.725203931'}",1922983,39,41.944583619,27,1149691,-87.725203931,138,21538,22,20
2012-01-14T00:20:00.000,062XX N CLAREMONT AVE,ARMED: OTHER DANGEROUS WEAPON,RESIDENTIAL YARD (FRONT/BACK),0313,50,2012,HV117174,03,False,2413,False,ROBBERY,11,27,"{'latitude': '41.994734391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.688569021'}",1941331,50,41.994734391,42,1159520,-87.688569021,53,4450,20,52
2012-01-14T00:25:00.000,007XX S KENNETH AVE,ARMED: HANDGUN,APARTMENT,031A,24,2012,HV117176,03,False,1131,True,ROBBERY,16,14,"{'latitude': '41.871089003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.736475205'}",1896180,30,41.871089003,36,1146811,-87.736475205,703,21572,27,143
2012-01-14T00:30:00.000,006XX E 75TH ST,DOMESTIC BATTERY SIMPLE,SIDEWALK,0486,6,2012,HV117186,08B,False,0624,False,BATTERY,20,32,"{'latitude': '41.758507448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.60943721'}",1855422,61,41.758507448,31,1181757,-87.60943721,515,21546,67,227
2012-01-14T00:30:00.000,080XX S ARTESIAN AVE,SIMPLE,SIDEWALK,0460,18,2012,HV120364,08B,False,0835,False,BATTERY,13,30,"{'latitude': '41.747437952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.684002599'}",1851226,8,41.747437952,6,1161443,-87.684002599,243,4300,69,226
2012-01-14T00:55:00.000,003XX N STATE ST,SIMPLE,BOWLING ALLEY,0460,42,2012,HV117207,08B,False,1831,True,BATTERY,14,36,"{'latitude': '41.888191017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.62802708'}",1902636,6,41.888191017,22,1176297,-87.62802708,626,4446,37,74
2012-01-14T00:58:00.000,064XX S DAMEN AVE,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,0420,15,2012,HV117198,04B,False,0726,False,BATTERY,17,2,"{'latitude': '41.77675506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.673837575'}",1861930,23,41.77675506,44,1164135,-87.673837575,282,22257,65,205
