,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
1774,2011-04-19 20:00:00,Spring,0,1,2,20.5,24.24,72,15.0013,20,148,168
1775,2011-04-19 21:00:00,Spring,0,1,2,20.5,24.24,72,8.9981,8,114,122
1776,2011-04-19 22:00:00,Spring,0,1,1,19.68,23.485,77,6.0032,3,109,112
1777,2011-04-19 23:00:00,Spring,0,1,1,18.86,22.725,88,6.0032,11,41,52
1778,2011-05-01 00:00:00,Spring,0,0,1,17.22,21.21,67,6.0032,19,77,96
1779,2011-05-01 01:00:00,Spring,0,0,1,17.22,21.21,69,7.0015,9,50,59
1780,2011-05-01 02:00:00,Spring,0,0,1,17.22,21.21,77,7.0015,7,43,50
1781,2011-05-01 03:00:00,Spring,0,0,1,16.4,20.455,82,7.0015,8,15,23
1782,2011-05-01 04:00:00,Spring,0,0,1,16.4,20.455,76,7.0015,6,11,17
1783,2011-05-01 05:00:00,Spring,0,0,1,16.4,20.455,82,6.0032,0,10,10
1784,2011-05-01 06:00:00,Spring,0,0,2,16.4,20.455,82,6.0032,4,9,13
1785,2011-05-01 07:00:00,Spring,0,0,2,17.22,21.21,77,6.0032,7,26,33
1786,2011-05-01 08:00:00,Spring,0,0,2,18.04,21.97,77,8.9981,16,43,59
1787,2011-05-01 09:00:00,Spring,0,0,2,18.86,22.725,72,8.9981,45,96,141
1788,2011-05-01 10:00:00,Spring,0,0,2,19.68,23.485,63,12.998,109,155,264
1789,2011-05-01 11:00:00,Spring,0,0,1,18.86,22.725,82,7.0015,109,141,250
1790,2011-05-01 12:00:00,Spring,0,0,2,19.68,23.485,77,7.0015,109,172,281
1791,2011-05-01 13:00:00,Spring,0,0,2,20.5,24.24,63,11.0014,123,209,332
1792,2011-05-01 14:00:00,Spring,0,0,2,20.5,24.24,68,7.0015,85,153,238
1793,2011-05-01 15:00:00,Spring,0,0,2,20.5,24.24,72,0.0,113,153,266
1794,2011-05-01 16:00:00,Spring,0,0,2,20.5,24.24,72,12.998,75,139,214
1795,2011-05-01 17:00:00,Spring,0,0,2,19.68,23.485,82,16.9979,60,136,196
1796,2011-05-01 18:00:00,Spring,0,0,2,18.86,22.725,82,6.0032,33,126,159
1797,2011-05-01 19:00:00,Spring,0,0,2,18.86,22.725,84,7.0015,47,131,178
1798,2011-05-01 20:00:00,Spring,0,0,2,18.86,22.725,82,0.0,35,86,121
1799,2011-05-01 21:00:00,Spring,0,0,2,18.86,22.725,82,0.0,23,82,105
1800,2011-05-01 22:00:00,Spring,0,0,2,18.86,22.725,82,0.0,32,68,100
1801,2011-05-01 23:00:00,Spring,0,0,1,18.86,22.725,77,12.998,64,82,146
1802,2011-05-02 00:00:00,Spring,0,1,1,18.86,22.725,72,8.9981,68,109,177
1803,2011-05-02 01:00:00,Spring,0,1,1,18.86,22.725,72,8.9981,41,73,114
1804,2011-05-02 02:00:00,Spring,0,1,2,18.04,21.97,77,15.0013,16,19,35
1805,2011-05-02 03:00:00,Spring,0,1,1,18.04,21.97,77,8.9981,9,7,16
1806,2011-05-02 04:00:00,Spring,0,1,1,18.04,21.97,77,11.0014,9,8,17
1807,2011-05-02 05:00:00,Spring,0,1,2,18.04,21.97,77,8.9981,4,16,20
1808,2011-05-02 06:00:00,Spring,0,1,1,18.04,21.97,88,7.0015,3,59,62
1809,2011-05-02 07:00:00,Spring,0,1,2,18.86,22.725,82,22.0028,16,193,209
1810,2011-05-02 08:00:00,Spring,0,1,2,19.68,23.485,77,15.0013,21,350,371
1811,2011-05-02 09:00:00,Spring,0,1,2,20.5,24.24,77,19.0012,41,131,172
1812,2011-05-02 10:00:00,Spring,0,1,2,22.14,25.76,77,15.0013,31,77,108
1813,2011-05-02 11:00:00,Spring,0,1,1,23.78,27.275,73,19.9995,34,96,130
1814,2011-05-02 12:00:00,Spring,0,1,1,25.42,30.305,69,15.0013,40,147,187
1815,2011-05-02 13:00:00,Spring,0,1,2,25.42,30.305,69,12.998,51,119,170
1816,2011-05-02 14:00:00,Spring,0,1,1,26.24,30.305,69,15.0013,48,133,181
1817,2011-05-02 15:00:00,Spring,0,1,1,27.06,31.06,61,12.998,45,110,155
1818,2011-05-02 16:00:00,Spring,0,1,1,27.06,31.06,61,15.0013,49,220,269
1819,2011-05-02 17:00:00,Spring,0,1,1,27.06,31.06,65,12.998,65,472,537
1820,2011-05-02 18:00:00,Spring,0,1,2,26.24,30.305,65,12.998,68,450,518
1821,2011-05-02 19:00:00,Spring,0,1,2,25.42,30.305,69,8.9981,46,268,314
1822,2011-05-02 20:00:00,Spring,0,1,2,25.42,30.305,69,8.9981,44,174,218
1823,2011-05-02 21:00:00,Spring,0,1,2,24.6,29.545,73,7.0015,54,178,232
1824,2011-05-02 22:00:00,Spring,0,1,2,24.6,29.545,73,0.0,28,97,125
1825,2011-05-02 23:00:00,Spring,0,1,2,22.96,26.515,83,12.998,16,48,64
1826,2011-05-03 00:00:00,Spring,0,1,2,22.96,26.515,83,15.0013,0,16,16
1827,2011-05-03 01:00:00,Spring,0,1,2,22.96,26.515,78,16.9979,0,14,14
1828,2011-05-03 02:00:00,Spring,0,1,2,22.96,26.515,78,16.9979,0,5,5
1829,2011-05-03 03:00:00,Spring,0,1,1,22.14,25.76,83,19.0012,0,2,2
1830,2011-05-03 04:00:00,Spring,0,1,1,21.32,25.0,88,15.0013,3,1,4
1831,2011-05-03 05:00:00,Spring,0,1,1,21.32,25.0,88,8.9981,0,14,14
1832,2011-05-03 06:00:00,Spring,0,1,2,21.32,25.0,94,11.0014,7,102,109
1833,2011-05-03 07:00:00,Spring,0,1,2,22.14,25.76,88,15.0013,17,248,265
1834,2011-05-03 08:00:00,Spring,0,1,2,22.96,26.515,83,19.0012,24,435,459
1835,2011-05-03 09:00:00,Spring,0,1,2,24.6,28.79,78,23.9994,29,157,186
1836,2011-05-03 10:00:00,Spring,0,1,2,26.24,30.305,69,23.9994,36,91,127
1837,2011-05-03 11:00:00,Spring,0,1,2,27.06,31.06,65,22.0028,20,120,140
1838,2011-05-03 12:00:00,Spring,0,1,2,27.88,31.82,61,32.9975,48,169,217
1839,2011-05-03 13:00:00,Spring,0,1,2,28.7,32.575,58,40.9973,50,144,194
1840,2011-05-03 14:00:00,Spring,0,1,2,28.7,32.575,58,35.0008,36,122,158
1841,2011-05-03 15:00:00,Spring,0,1,2,28.7,32.575,58,30.0026,37,117,154
1842,2011-05-03 16:00:00,Spring,0,1,1,29.52,33.335,54,31.0009,46,225,271
1843,2011-05-03 17:00:00,Spring,0,1,1,28.7,32.575,54,31.0009,53,464,517
1844,2011-05-03 18:00:00,Spring,0,1,1,28.7,32.575,48,27.9993,59,485,544
1845,2011-05-03 19:00:00,Spring,0,1,1,27.88,31.82,57,23.9994,42,323,365
1846,2011-05-03 20:00:00,Spring,0,1,1,27.06,31.06,61,12.998,28,262,290
1847,2011-05-03 21:00:00,Spring,0,1,2,26.24,31.06,61,30.0026,42,183,225
1848,2011-05-03 22:00:00,Spring,0,1,2,23.78,27.275,60,26.0027,14,99,113
1849,2011-05-03 23:00:00,Spring,0,1,2,22.96,26.515,68,22.0028,12,50,62
1850,2011-05-04 00:00:00,Spring,0,1,3,21.32,25.0,77,11.0014,5,22,27
1851,2011-05-04 01:00:00,Spring,0,1,3,20.5,24.24,82,19.0012,1,6,7
1852,2011-05-04 02:00:00,Spring,0,1,3,20.5,24.24,82,19.0012,0,4,4
1853,2011-05-04 03:00:00,Spring,0,1,3,17.22,21.21,88,35.0008,0,1,1
1854,2011-05-04 04:00:00,Spring,0,1,3,15.58,19.695,94,22.0028,1,2,3
1855,2011-05-04 05:00:00,Spring,0,1,3,14.76,16.665,87,22.0028,1,8,9
1856,2011-05-04 06:00:00,Spring,0,1,3,13.94,15.15,93,26.0027,0,21,21
1857,2011-05-04 07:00:00,Spring,0,1,3,13.94,15.15,93,23.9994,6,46,52
1858,2011-05-04 08:00:00,Spring,0,1,3,13.94,15.15,93,26.0027,5,74,79
1859,2011-05-04 09:00:00,Spring,0,1,3,13.94,15.15,93,23.9994,5,35,40
1860,2011-05-04 10:00:00,Spring,0,1,2,13.94,15.91,93,19.0012,5,26,31
1861,2011-05-04 11:00:00,Spring,0,1,1,16.4,20.455,82,22.0028,3,69,72
1862,2011-05-04 12:00:00,Spring,0,1,2,18.04,21.97,62,23.9994,19,105,124
1863,2011-05-04 13:00:00,Spring,0,1,2,18.86,22.725,59,30.0026,15,128,143
1864,2011-05-04 14:00:00,Spring,0,1,1,20.5,24.24,51,26.0027,13,94,107
1865,2011-05-04 15:00:00,Spring,0,1,1,19.68,23.485,51,27.9993,22,107,129
1866,2011-05-04 16:00:00,Spring,0,1,1,20.5,24.24,45,31.0009,22,173,195
1867,2011-05-04 17:00:00,Spring,0,1,1,16.4,20.455,71,16.9979,22,388,410
1868,2011-05-04 18:00:00,Spring,0,1,1,17.22,21.21,67,16.9979,29,367,396
1869,2011-05-04 19:00:00,Spring,0,1,1,17.22,21.21,58,23.9994,30,266,296
1870,2011-05-04 20:00:00,Spring,0,1,1,16.4,20.455,62,22.0028,17,174,191
1871,2011-05-04 21:00:00,Spring,0,1,1,16.4,20.455,62,11.0014,17,133,150
1872,2011-05-04 22:00:00,Spring,0,1,1,15.58,19.695,62,15.0013,9,80,89
1873,2011-05-04 23:00:00,Spring,0,1,1,14.76,17.425,62,15.0013,8,49,57
1874,2011-05-05 00:00:00,Spring,0,1,1,14.76,17.425,66,12.998,4,23,27
1875,2011-05-05 01:00:00,Spring,0,1,1,13.94,16.665,71,12.998,4,6,10
1876,2011-05-05 02:00:00,Spring,0,1,1,13.94,15.91,66,15.0013,1,4,5
1877,2011-05-05 03:00:00,Spring,0,1,1,13.94,15.91,66,16.9979,0,4,4
1878,2011-05-05 04:00:00,Spring,0,1,1,13.94,15.91,66,16.9979,4,3,7
1879,2011-05-05 05:00:00,Spring,0,1,1,13.94,15.91,66,16.9979,1,29,30
1880,2011-05-05 06:00:00,Spring,0,1,1,13.94,15.91,66,16.9979,3,86,89
1881,2011-05-05 07:00:00,Spring,0,1,1,15.58,19.695,58,16.9979,16,255,271
1882,2011-05-05 08:00:00,Spring,0,1,1,17.22,21.21,50,16.9979,25,415,440
1883,2011-05-05 09:00:00,Spring,0,1,1,18.86,22.725,44,19.0012,20,164,184
1884,2011-05-05 10:00:00,Spring,0,1,1,20.5,24.24,39,19.0012,30,98,128
1885,2011-05-05 11:00:00,Spring,0,1,1,21.32,25.0,36,30.0026,43,105,148
1886,2011-05-05 12:00:00,Spring,0,1,1,21.32,25.0,34,23.9994,27,169,196
1887,2011-05-05 13:00:00,Spring,0,1,1,22.14,25.76,30,39.0007,50,142,192
1888,2011-05-05 14:00:00,Spring,0,1,1,22.14,25.76,28,30.0026,19,135,154
1889,2011-05-05 15:00:00,Spring,0,1,1,22.96,26.515,26,32.9975,27,120,147
1890,2011-05-05 16:00:00,Spring,0,1,1,23.78,27.275,24,27.9993,36,233,269
1891,2011-05-05 17:00:00,Spring,0,1,1,22.96,26.515,26,26.0027,66,467,533
1892,2011-05-05 18:00:00,Spring,0,1,1,22.96,26.515,26,19.0012,64,456,520
1893,2011-05-05 19:00:00,Spring,0,1,1,22.14,25.76,28,15.0013,56,305,361
1894,2011-05-05 20:00:00,Spring,0,1,1,20.5,24.24,34,11.0014,33,225,258
1895,2011-05-05 21:00:00,Spring,0,1,1,20.5,24.24,36,12.998,39,141,180
1896,2011-05-05 22:00:00,Spring,0,1,1,19.68,23.485,39,12.998,30,135,165
1897,2011-05-05 23:00:00,Spring,0,1,1,18.86,22.725,41,12.998,16,99,115
1898,2011-05-06 00:00:00,Spring,0,1,1,18.04,21.97,44,11.0014,13,43,56
1899,2011-05-06 01:00:00,Spring,0,1,1,16.4,20.455,62,11.0014,8,24,32
1900,2011-05-06 02:00:00,Spring,0,1,1,15.58,19.695,62,7.0015,1,15,16
1901,2011-05-06 03:00:00,Spring,0,1,1,14.76,18.18,71,7.0015,3,6,9
1902,2011-05-06 04:00:00,Spring,0,1,1,14.76,18.18,71,7.0015,0,1,1
1903,2011-05-06 05:00:00,Spring,0,1,1,13.94,17.425,81,7.0015,0,16,16
1904,2011-05-06 06:00:00,Spring,0,1,1,14.76,18.18,81,6.0032,8,74,82
1905,2011-05-06 07:00:00,Spring,0,1,1,16.4,20.455,82,0.0,20,202,222
1906,2011-05-06 08:00:00,Spring,0,1,1,17.22,21.21,77,16.9979,35,415,450
1907,2011-05-06 09:00:00,Spring,0,1,1,18.86,22.725,67,19.0012,27,161,188
1908,2011-05-06 10:00:00,Spring,0,1,2,22.14,25.76,49,22.0028,30,97,127
1909,2011-05-06 11:00:00,Spring,0,1,2,22.14,25.76,49,22.0028,42,123,165
1910,2011-05-06 12:00:00,Spring,0,1,1,22.96,26.515,49,23.9994,48,198,246
1911,2011-05-06 13:00:00,Spring,0,1,1,23.78,27.275,40,22.0028,71,182,253
1912,2011-05-06 14:00:00,Spring,0,1,1,24.6,31.06,40,30.0026,86,127,213
1913,2011-05-06 15:00:00,Spring,0,1,1,24.6,31.06,38,26.0027,89,171,260
1914,2011-05-06 16:00:00,Spring,0,1,1,24.6,31.06,40,16.9979,82,262,344
1915,2011-05-06 17:00:00,Spring,0,1,1,23.78,27.275,40,23.9994,83,470,553
1916,2011-05-06 18:00:00,Spring,0,1,3,22.14,25.76,52,23.9994,85,385,470
1917,2011-05-06 19:00:00,Spring,0,1,3,22.14,25.76,52,23.9994,39,253,292
1918,2011-05-06 20:00:00,Spring,0,1,1,21.32,25.0,48,7.0015,29,161,190
1919,2011-05-06 21:00:00,Spring,0,1,1,19.68,23.485,67,8.9981,22,130,152
1920,2011-05-06 22:00:00,Spring,0,1,1,18.86,22.725,72,15.0013,46,105,151
1921,2011-05-06 23:00:00,Spring,0,1,1,18.04,21.97,82,8.9981,27,93,120
1922,2011-05-07 00:00:00,Spring,0,0,1,17.22,21.21,82,8.9981,10,76,86
1923,2011-05-07 01:00:00,Spring,0,0,1,17.22,21.21,82,7.0015,8,50,58
1924,2011-05-07 02:00:00,Spring,0,0,1,17.22,21.21,82,6.0032,5,47,52
1925,2011-05-07 03:00:00,Spring,0,0,1,17.22,21.21,77,6.0032,9,9,18
1926,2011-05-07 04:00:00,Spring,0,0,1,16.4,20.455,82,7.0015,1,4,5
1927,2011-05-07 05:00:00,Spring,0,0,1,18.86,22.725,59,8.9981,4,3,7
1928,2011-05-07 06:00:00,Spring,0,0,1,17.22,21.21,77,6.0032,1,12,13
1929,2011-05-07 07:00:00,Spring,0,0,1,19.68,23.485,59,0.0,8,32,40
1930,2011-05-07 08:00:00,Spring,0,0,1,21.32,25.0,52,12.998,19,96,115
1931,2011-05-07 09:00:00,Spring,0,0,1,22.14,25.76,49,19.0012,54,164,218
1932,2011-05-07 10:00:00,Spring,0,0,1,22.96,26.515,49,19.9995,90,208,298
1933,2011-05-07 11:00:00,Spring,0,0,1,22.96,26.515,43,0.0,132,215,347
1934,2011-05-07 12:00:00,Spring,0,0,1,24.6,31.06,40,12.998,129,244,373
1935,2011-05-07 13:00:00,Spring,0,0,1,24.6,31.06,35,19.0012,196,240,436
1936,2011-05-07 14:00:00,Spring,0,0,3,24.6,31.06,35,11.0014,143,235,378
1937,2011-05-07 15:00:00,Spring,0,0,1,24.6,31.06,38,16.9979,148,230,378
1938,2011-05-07 16:00:00,Spring,0,0,1,24.6,31.06,38,12.998,119,223,342
1939,2011-05-07 17:00:00,Spring,0,0,1,23.78,27.275,40,15.0013,138,216,354
1940,2011-05-07 18:00:00,Spring,0,0,1,23.78,27.275,37,11.0014,114,175,289
1941,2011-05-07 19:00:00,Spring,0,0,1,22.96,26.515,43,12.998,88,179,267
1942,2011-05-07 20:00:00,Spring,0,0,1,22.96,26.515,43,8.9981,82,137,219
1943,2011-05-07 21:00:00,Spring,0,0,1,22.14,25.76,49,15.0013,58,124,182
1944,2011-05-07 22:00:00,Spring,0,0,1,22.14,25.76,49,12.998,26,94,120
1945,2011-05-07 23:00:00,Spring,0,0,1,20.5,24.24,59,7.0015,30,89,119
1946,2011-05-08 00:00:00,Spring,0,0,2,20.5,24.24,59,7.0015,22,78,100
1947,2011-05-08 01:00:00,Spring,0,0,2,21.32,25.0,55,0.0,8,56,64
1948,2011-05-08 02:00:00,Spring,0,0,1,19.68,23.485,63,0.0,17,42,59
1949,2011-05-08 03:00:00,Spring,0,0,1,18.86,22.725,72,6.0032,10,21,31
1950,2011-05-08 04:00:00,Spring,0,0,1,17.22,21.21,82,0.0,2,8,10
1951,2011-05-08 05:00:00,Spring,0,0,2,18.04,21.97,77,0.0,0,5,5
1952,2011-05-08 06:00:00,Spring,0,0,2,18.04,21.97,82,0.0,2,4,6
1953,2011-05-08 07:00:00,Spring,0,0,2,18.86,22.725,82,0.0,8,15,23
1954,2011-05-08 08:00:00,Spring,0,0,1,21.32,25.0,63,8.9981,28,58,86
1955,2011-05-08 09:00:00,Spring,0,0,1,22.96,26.515,52,15.0013,48,112,160
1956,2011-05-08 10:00:00,Spring,0,0,1,23.78,27.275,49,8.9981,91,153,244
1957,2011-05-08 11:00:00,Spring,0,0,1,23.78,27.275,49,6.0032,142,198,340
1958,2011-05-08 12:00:00,Spring,0,0,1,24.6,31.06,46,6.0032,139,243,382
1959,2011-05-08 13:00:00,Spring,0,0,1,24.6,31.06,49,8.9981,166,224,390
1960,2011-05-08 14:00:00,Spring,0,0,1,24.6,31.06,49,0.0,126,240,366
1961,2011-05-08 15:00:00,Spring,0,0,1,24.6,31.06,49,0.0,128,230,358
1962,2011-05-08 16:00:00,Spring,0,0,1,24.6,31.06,46,7.0015,122,263,385
1963,2011-05-08 17:00:00,Spring,0,0,3,23.78,27.275,49,19.0012,106,245,351
1964,2011-05-08 18:00:00,Spring,0,0,1,23.78,27.275,49,0.0,63,205,268
1965,2011-05-08 19:00:00,Spring,0,0,1,22.96,26.515,64,0.0,61,178,239
1966,2011-05-08 20:00:00,Spring,0,0,1,21.32,25.0,77,8.9981,42,132,174
1967,2011-05-08 21:00:00,Spring,0,0,1,21.32,25.0,77,6.0032,32,95,127
1968,2011-05-08 22:00:00,Spring,0,0,1,20.5,24.24,88,6.0032,29,86,115
1969,2011-05-08 23:00:00,Spring,0,0,1,18.86,22.725,88,6.0032,9,41,50
1970,2011-05-09 00:00:00,Spring,0,1,1,18.86,22.725,82,6.0032,31,22,53
1971,2011-05-09 01:00:00,Spring,0,1,1,18.04,21.97,88,0.0,25,8,33
1972,2011-05-09 02:00:00,Spring,0,1,1,18.04,21.97,94,0.0,6,2,8
1973,2011-05-09 03:00:00,Spring,0,1,1,18.86,22.725,82,6.0032,0,7,7
1974,2011-05-09 04:00:00,Spring,0,1,1,17.22,21.21,82,11.0014,0,4,4
1975,2011-05-09 05:00:00,Spring,0,1,1,17.22,21.21,77,11.0014,0,23,23
1976,2011-05-09 06:00:00,Spring,0,1,1,18.04,21.97,72,16.9979,2,87,89
1977,2011-05-09 07:00:00,Spring,0,1,1,19.68,23.485,63,16.9979,16,221,237
1978,2011-05-09 08:00:00,Spring,0,1,1,21.32,25.0,55,15.0013,23,351,374
1979,2011-05-09 09:00:00,Spring,0,1,1,22.14,25.76,56,11.0014,36,142,178
1980,2011-05-09 10:00:00,Spring,0,1,1,22.96,26.515,52,12.998,24,95,119
1981,2011-05-09 11:00:00,Spring,0,1,1,24.6,31.06,46,15.0013,26,99,125
1982,2011-05-09 12:00:00,Spring,0,1,1,24.6,31.06,43,12.998,35,160,195
1983,2011-05-09 13:00:00,Spring,0,1,1,25.42,31.06,38,19.0012,36,138,174
1984,2011-05-09 14:00:00,Spring,0,1,1,25.42,31.06,41,15.0013,44,118,162
1985,2011-05-09 15:00:00,Spring,0,1,1,25.42,31.06,41,15.0013,51,148,199
1986,2011-05-09 16:00:00,Spring,0,1,1,26.24,31.06,38,15.0013,49,255,304
1987,2011-05-09 17:00:00,Spring,0,1,1,25.42,31.06,38,16.9979,59,539,598
1988,2011-05-09 18:00:00,Spring,0,1,1,25.42,31.06,38,19.9995,66,458,524
1989,2011-05-09 19:00:00,Spring,0,1,1,23.78,27.275,43,12.998,45,339,384
1990,2011-05-09 20:00:00,Spring,0,1,1,22.14,25.76,49,12.998,25,214,239
1991,2011-05-09 21:00:00,Spring,0,1,1,21.32,25.0,59,8.9981,28,128,156
1992,2011-05-09 22:00:00,Spring,0,1,1,21.32,25.0,68,6.0032,21,95,116
1993,2011-05-09 23:00:00,Spring,0,1,1,20.5,24.24,68,6.0032,16,45,61
1994,2011-05-10 00:00:00,Spring,0,1,1,19.68,23.485,63,0.0,6,12,18
1995,2011-05-10 01:00:00,Spring,0,1,1,18.86,22.725,59,6.0032,3,12,15
1996,2011-05-10 02:00:00,Spring,0,1,1,18.04,21.97,58,8.9981,1,4,5
1997,2011-05-10 03:00:00,Spring,0,1,1,18.04,21.97,54,12.998,1,3,4
1998,2011-05-10 04:00:00,Spring,0,1,1,17.22,21.21,62,16.9979,0,2,2
1999,2011-05-10 05:00:00,Spring,0,1,1,16.4,20.455,66,15.0013,1,28,29
2000,2011-05-10 06:00:00,Spring,0,1,1,17.22,21.21,67,8.9981,9,103,112
2001,2011-05-10 07:00:00,Spring,0,1,2,18.04,21.97,62,8.9981,13,301,314
2002,2011-05-10 08:00:00,Spring,0,1,2,20.5,24.24,51,7.0015,28,397,425
2003,2011-05-10 09:00:00,Spring,0,1,2,21.32,25.0,48,7.0015,29,176,205
2004,2011-05-10 10:00:00,Spring,0,1,2,22.96,26.515,37,6.0032,27,100,127
2005,2011-05-10 11:00:00,Spring,0,1,2,22.96,26.515,43,8.9981,17,108,125
2006,2011-05-10 12:00:00,Spring,0,1,2,24.6,31.06,38,0.0,47,170,217
2007,2011-05-10 13:00:00,Spring,0,1,2,25.42,31.06,38,16.9979,50,152,202
2008,2011-05-10 14:00:00,Spring,0,1,2,25.42,31.06,33,0.0,42,134,176
2009,2011-05-10 15:00:00,Spring,0,1,2,26.24,31.06,33,6.0032,28,152,180
2010,2011-05-10 16:00:00,Spring,0,1,1,27.06,31.06,31,7.0015,56,271,327
2011,2011-05-10 17:00:00,Spring,0,1,1,26.24,31.06,33,0.0,79,532,611
2012,2011-05-10 18:00:00,Spring,0,1,1,26.24,31.06,29,8.9981,70,480,550
2013,2011-05-10 19:00:00,Spring,0,1,1,24.6,31.06,43,15.0013,69,365,434
2014,2011-05-10 20:00:00,Spring,0,1,1,22.14,25.76,60,8.9981,50,241,291
2015,2011-05-10 21:00:00,Spring,0,1,1,22.14,25.76,52,0.0,30,173,203
2016,2011-05-10 22:00:00,Spring,0,1,1,21.32,25.0,55,7.0015,29,121,150
2017,2011-05-10 23:00:00,Spring,0,1,2,21.32,25.0,59,8.9981,9,72,81
2018,2011-05-11 00:00:00,Spring,0,1,2,21.32,25.0,55,8.9981,8,30,38
2019,2011-05-11 01:00:00,Spring,0,1,2,20.5,24.24,59,7.0015,4,16,20
2020,2011-05-11 02:00:00,Spring,0,1,1,21.32,25.0,59,0.0,6,4,10
2021,2011-05-11 03:00:00,Spring,0,1,1,20.5,24.24,63,15.0013,0,3,3
2022,2011-05-11 04:00:00,Spring,0,1,2,19.68,23.485,88,8.9981,0,2,2
2023,2011-05-11 05:00:00,Spring,0,1,1,18.86,22.725,88,8.9981,0,20,20
2024,2011-05-11 06:00:00,Spring,0,1,1,18.86,22.725,82,8.9981,6,93,99
2025,2011-05-11 07:00:00,Spring,0,1,1,19.68,23.485,72,12.998,25,293,318
2026,2011-05-11 08:00:00,Spring,0,1,1,19.68,23.485,77,16.9979,21,421,442
2027,2011-05-11 09:00:00,Spring,0,1,1,21.32,25.0,72,8.9981,21,182,203
2028,2011-05-11 10:00:00,Spring,0,1,1,22.14,25.76,68,6.0032,30,124,154
2029,2011-05-11 11:00:00,Spring,0,1,1,22.96,26.515,64,6.0032,18,123,141
2030,2011-05-11 12:00:00,Spring,0,1,1,24.6,31.06,56,0.0,41,185,226
2031,2011-05-11 13:00:00,Spring,0,1,1,25.42,31.06,50,0.0,36,157,193
2032,2011-05-11 14:00:00,Spring,0,1,1,25.42,31.06,53,6.0032,36,141,177
2033,2011-05-11 15:00:00,Spring,0,1,1,26.24,31.06,41,0.0,48,131,179
2034,2011-05-11 16:00:00,Spring,0,1,1,27.06,31.06,39,0.0,49,240,289
2035,2011-05-11 17:00:00,Spring,0,1,1,26.24,31.06,47,7.0015,17,242,259
2036,2011-05-11 18:00:00,Spring,0,1,1,25.42,31.06,50,19.9995,40,234,274
2037,2011-05-11 19:00:00,Spring,0,1,1,22.96,26.515,52,8.9981,60,341,401
2038,2011-05-11 20:00:00,Spring,0,1,1,22.14,25.76,64,8.9981,28,245,273
2039,2011-05-11 21:00:00,Spring,0,1,1,22.14,25.76,60,0.0,32,202,234
2040,2011-05-11 22:00:00,Spring,0,1,1,20.5,24.24,72,16.9979,12,134,146
2041,2011-05-11 23:00:00,Spring,0,1,1,18.86,22.725,88,16.9979,12,69,81
2042,2011-05-12 00:00:00,Spring,0,1,2,18.86,22.725,88,15.0013,5,39,44
2043,2011-05-12 01:00:00,Spring,0,1,1,18.86,22.725,88,15.0013,1,16,17
2044,2011-05-12 02:00:00,Spring,0,1,1,18.04,21.97,94,12.998,1,14,15
2045,2011-05-12 03:00:00,Spring,0,1,1,18.04,21.97,88,8.9981,0,5,5
2046,2011-05-12 04:00:00,Spring,0,1,1,17.22,21.21,94,0.0,1,5,6
2047,2011-05-12 05:00:00,Spring,0,1,1,17.22,21.21,94,8.9981,2,27,29
2048,2011-05-12 06:00:00,Spring,0,1,1,18.04,21.97,88,0.0,9,103,112
2049,2011-05-12 07:00:00,Spring,0,1,1,18.86,22.725,88,8.9981,14,283,297
2050,2011-05-12 08:00:00,Spring,0,1,1,19.68,23.485,82,12.998,27,394,421
2051,2011-05-12 09:00:00,Spring,0,1,2,20.5,24.24,77,19.0012,21,191,212
2052,2011-05-12 10:00:00,Spring,0,1,2,22.14,25.76,68,15.0013,28,119,147
2053,2011-05-12 11:00:00,Spring,0,1,1,23.78,27.275,60,15.0013,43,136,179
2054,2011-05-12 12:00:00,Spring,0,1,1,23.78,27.275,60,15.0013,43,164,207
2055,2011-05-12 13:00:00,Spring,0,1,2,25.42,31.06,57,19.9995,48,170,218
2056,2011-05-12 14:00:00,Spring,0,1,2,25.42,30.305,61,15.0013,43,148,191
2057,2011-05-12 15:00:00,Spring,0,1,2,26.24,31.06,53,16.9979,54,163,217
2058,2011-05-12 16:00:00,Spring,0,1,2,26.24,31.06,57,16.9979,50,238,288
2059,2011-05-12 17:00:00,Spring,0,1,2,26.24,31.06,57,12.998,54,540,594
2060,2011-05-12 18:00:00,Spring,0,1,1,25.42,30.305,69,15.0013,64,463,527
2061,2011-05-12 19:00:00,Spring,0,1,2,24.6,30.305,64,12.998,59,305,364
2062,2011-05-12 20:00:00,Spring,0,1,1,24.6,30.305,64,12.998,56,220,276
2063,2011-05-12 21:00:00,Spring,0,1,1,22.96,26.515,83,8.9981,31,192,223
2064,2011-05-12 22:00:00,Spring,0,1,1,22.14,25.76,83,12.998,25,147,172
2065,2011-05-12 23:00:00,Spring,0,1,2,22.14,25.76,77,12.998,16,87,103
2066,2011-05-13 00:00:00,Spring,0,1,2,21.32,25.0,83,11.0014,6,46,52
2067,2011-05-13 01:00:00,Spring,0,1,1,21.32,25.0,83,11.0014,5,15,20
2068,2011-05-13 02:00:00,Spring,0,1,2,20.5,24.24,88,8.9981,3,8,11
2069,2011-05-13 03:00:00,Spring,0,1,2,20.5,24.24,88,8.9981,2,2,4
2070,2011-05-13 04:00:00,Spring,0,1,3,20.5,24.24,88,11.0014,2,3,5
2071,2011-05-13 05:00:00,Spring,0,1,2,20.5,24.24,88,12.998,1,24,25
